pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sex,education,marriage,age,limit_bal,pd_month,decision,thr_approve,review_upper,pd_1y,risk_band,baseline_limit,el_cap_multiplier,limit_rec,limit_final
-1,0,0.0,0,-2,-2,1407.0,2445.0,3377.0,-6.0,2188.0,5808.0,1068.0,1000.0,6.0,2194.0,5825.0,0.0,2,3,1,56,80000.0,0.2028007402694701,Decline,0.0451257671243996,0.0654962240863732,0.9341125589013582,D (>10%),40000.0,0.0944589528069546,3778.358112278186,0.0
0,-1,2.0,-1,0,0,2880.0,3285.0,2280.0,248.0,248.0,-150.0,3285.0,0.0,248.0,0.0,0.0,0.0,2,1,2,24,30000.0,0.2060762949274227,Decline,0.0451257671243996,0.0654962240863732,0.9372887825203314,D (>10%),15000.0,0.0941388564156139,1412.0828462342083,0.0
-1,-1,-1.0,-1,-2,-2,1483.0,9386.0,2635.0,-227.0,-1763.0,-4303.0,9386.0,2643.0,227.0,1536.0,12975.0,19818.0,2,1,2,31,360000.0,0.0590277173236415,Review,0.0451257671243996,0.0654962240863732,0.5181387840554543,D (>10%),180000.0,0.1702927802991941,30652.700453854937,0.0
-1,-1,-1.0,0,-1,-1,15838.0,11356.0,25409.0,15926.0,8604.0,8941.0,11404.0,25458.0,86.0,8711.0,5034.0,1345.0,2,2,1,42,490000.0,0.0364195800956211,Approve,0.0451257671243996,0.0654962240863732,0.3592987108106796,D (>10%),245000.0,0.2455764283667014,60166.22494984186,60166.22494984186
0,0,0.0,0,0,0,110524.0,108204.0,99784.0,71451.0,67024.0,62655.0,10000.0,5000.0,4000.0,4000.0,7500.0,8200.0,1,1,2,29,130000.0,0.0774262165003957,Decline,0.0451257671243996,0.0654962240863732,0.6197989509893896,D (>10%),65000.0,0.1423611543336696,9253.475031688526,0.0
0,0,0.0,0,0,0,78632.0,49707.0,37998.0,32062.0,27056.0,15955.0,2000.0,2200.0,2008.0,2000.0,5000.0,5000.0,2,2,2,26,210000.0,0.0599837793939847,Review,0.0451257671243996,0.0654962240863732,0.5239811262671336,D (>10%),105000.0,0.1683940311862747,17681.37327455885,0.0
0,-1,-1.0,2,0,0,4647.0,3567.0,20330.0,13463.0,9192.0,7315.0,5057.0,17000.0,0.0,0.0,0.0,1183.0,2,1,2,28,20000.0,0.1358636629337732,Decline,0.0451257671243996,0.0654962240863732,0.826624705402722,D (>10%),10000.0,0.1067416610475727,1067.4166104757278,0.0
0,0,0.0,2,2,2,180486.0,183076.0,195535.0,190960.0,202139.0,194326.0,7000.0,15500.0,0.0,14184.0,0.0,6700.0,1,1,2,38,200000.0,0.4704000842698198,Decline,0.0451257671243996,0.0654962240863732,0.9995131727408212,D (>10%),100000.0,0.0882782703860641,8827.827038606414,0.0
2,-1,-1.0,-1,-1,-1,300.0,300.0,1159.0,2280.0,300.0,4250.0,300.0,1159.0,2280.0,300.0,4250.0,909.0,2,1,2,30,210000.0,0.2168062042196548,Decline,0.0451257671243996,0.0654962240863732,0.946736357664554,D (>10%),105000.0,0.0931994355168838,9785.9407292728,0.0
-1,-1,-1.0,-1,-1,-1,276.0,0.0,502.0,0.0,1017.0,0.0,0.0,502.0,0.0,1017.0,0.0,359.0,2,1,2,28,360000.0,0.2383394993916605,Decline,0.0451257671243996,0.0654962240863732,0.9618813767870866,D (>10%),180000.0,0.0917319913317939,16511.758439722907,0.0
0,0,0.0,0,0,0,96707.0,89842.0,82669.0,70018.0,57847.0,43618.0,4070.0,4025.0,2511.0,1523.0,1292.0,1236.0,2,2,2,38,100000.0,0.1019472488326391,Decline,0.0451257671243996,0.0654962240863732,0.7248166382439907,D (>10%),50000.0,0.1217346422005629,6086.732110028146,0.0
-1,-1,-1.0,-1,-1,-1,858.0,1406.0,3673.0,0.0,150.0,609.0,1406.0,3673.0,0.0,150.0,609.0,939.0,2,3,1,42,200000.0,0.2472763766463142,Decline,0.0451257671243996,0.0654962240863732,0.9669153493710192,D (>10%),100000.0,0.0912544145410912,9125.441454109126,0.0
-1,-1,-1.0,-1,0,0,8837.0,9491.0,3632.0,7673.0,5830.0,6890.0,9690.0,3632.0,7673.0,2530.0,6000.0,6925.0,2,2,2,28,200000.0,0.0559729952876429,Review,0.0451257671243996,0.0654962240863732,0.499028506495031,D (>10%),100000.0,0.1768141358043353,17681.41358043353,0.0
-1,-1,-2.0,-1,-1,-1,7563.0,-12.0,-12.0,3230.0,387.0,1642.0,0.0,0.0,3242.0,387.0,1642.0,0.0,2,1,2,32,90000.0,0.1454822250789099,Decline,0.0451257671243996,0.0654962240863732,0.8484160528908054,D (>10%),45000.0,0.1040000290152493,4680.00130568622,0.0
0,0,0.0,0,2,0,24061.0,25156.0,25949.0,28478.0,27754.0,28186.0,1800.0,1500.0,3000.0,0.0,1001.0,2500.0,2,2,1,30,30000.0,0.2733252663876863,Decline,0.0451257671243996,0.0654962240863732,0.9783189295261288,D (>10%),15000.0,0.0901907255953698,1352.8608839305475,0.0
-2,-2,-2.0,-2,-2,-2,500.0,473.0,-27.0,3788.0,0.0,9386.0,473.0,0.0,3815.0,0.0,9386.0,722.0,1,3,2,33,140000.0,0.1300595102804394,Decline,0.0451257671243996,0.0654962240863732,0.812122602065097,D (>10%),70000.0,0.1086477508362393,7605.342558536757,0.0
0,0,0.0,0,0,0,45253.0,44840.0,45880.0,46893.0,47827.0,48829.0,1724.0,1764.0,1777.0,1711.0,1772.0,2043.0,1,2,2,26,50000.0,0.1488184724425877,Decline,0.0451257671243996,0.0654962240863732,0.8553673713894602,D (>10%),25000.0,0.1031548514345567,2578.8712858639174,0.0
0,0,0.0,0,0,0,50657.0,50529.0,49162.0,19969.0,19893.0,20282.0,2015.0,2190.0,809.0,3012.0,5795.0,2001.0,1,1,1,40,50000.0,0.1393491537080543,Decline,0.0451257671243996,0.0654962240863732,0.834832725765757,D (>10%),25000.0,0.1056921840680269,2642.304601700674,0.0
0,0,0.0,0,0,0,110191.0,110736.0,63652.0,62738.0,50687.0,49850.0,3200.0,2450.0,2027.0,1710.0,1800.0,1700.0,2,3,1,42,110000.0,0.0860687269337575,Decline,0.0451257671243996,0.0654962240863732,0.6604040828838833,D (>10%),55000.0,0.1336080384790128,7348.442116345705,0.0
2,3,2.0,2,2,2,19690.0,19085.0,18491.0,20579.0,19950.0,21625.0,0.0,0.0,2400.0,0.0,2000.0,0.0,2,3,1,43,130000.0,0.7339070544800383,Decline,0.0451257671243996,0.0654962240863732,0.9999998739913578,D (>10%),65000.0,0.088235305236058,5735.294840343774,0.0
1,-1,2.0,0,0,0,0.0,9587.0,8845.0,8867.0,9074.0,9254.0,10587.0,331.0,317.0,350.0,331.0,500.0,2,3,2,58,50000.0,0.2017373363645908,Decline,0.0451257671243996,0.0654962240863732,0.9330501199973495,D (>10%),25000.0,0.0945665106585032,2364.1627664625803,0.0
0,0,0.0,0,0,0,49819.0,50135.0,32101.0,17401.0,19820.0,17399.0,1672.0,1246.0,574.0,3000.0,649.0,285.0,2,2,2,24,50000.0,0.1663875944138549,Decline,0.0451257671243996,0.0654962240863732,0.8873917968536829,D (>10%),25000.0,0.0994321723848385,2485.804309620964,0.0
-2,-2,-2.0,-2,-2,-2,34869.0,6305.0,5736.0,900.0,16915.0,936.0,6336.0,5766.0,904.0,16915.0,940.0,0.0,1,1,2,34,380000.0,0.0629735940290443,Decline,0.0451257671243996,0.0654962240863732,0.5418349501344437,D (>10%),190000.0,0.1628453352736908,30940.61370200126,0.0
0,0,0.0,0,0,0,194747.0,197031.0,196787.0,194632.0,198839.0,196550.0,9000.0,7100.0,7100.0,7400.0,7200.0,7300.0,2,2,1,30,200000.0,0.1284921136955961,Decline,0.0451257671243996,0.0654962240863732,0.8080200576554105,D (>10%),100000.0,0.1091993859331596,10919.93859331596,0.0
0,0,0.0,0,0,0,107905.0,101573.0,104079.0,104829.0,107400.0,105694.0,4000.0,5300.0,4000.0,4200.0,4000.0,3800.0,2,1,1,35,110000.0,0.0949275954971858,Decline,0.0451257671243996,0.0654962240863732,0.6978658038170442,D (>10%),55000.0,0.1264359044891376,6953.97474690257,0.0
-1,-1,-1.0,-1,-1,-1,7593.0,8660.0,0.0,30498.0,1174.0,0.0,8677.0,0.0,30498.0,1174.0,0.0,800.0,2,2,1,52,500000.0,0.0765045204183523,Decline,0.0451257671243996,0.0654962240863732,0.6152157497664144,D (>10%),250000.0,0.1434217088088988,35855.42720222471,0.0
-1,-1,-1.0,-2,-1,-1,13467.0,4345.0,0.0,0.0,171.0,1557.0,4366.0,0.0,0.0,171.0,1386.0,6.0,2,2,2,32,200000.0,0.178620850547564,Decline,0.0451257671243996,0.0654962240863732,0.9056973080679588,D (>10%),100000.0,0.0974224979268971,9742.249792689714,0.0
0,-1,-1.0,-1,0,0,11342.0,9670.0,2615.0,10170.0,7200.0,7200.0,9670.0,2615.0,10170.0,0.0,0.0,908.0,2,2,2,26,300000.0,0.0471395742164501,Approve,0.0451257671243996,0.0654962240863732,0.4397891932164036,D (>10%),150000.0,0.2006308828835405,30094.63243253108,0.0
-2,-2,-2.0,-2,-2,-2,1458.0,-4.0,3994.0,0.0,0.0,7429.0,0.0,3998.0,0.0,0.0,7429.0,490.0,2,3,1,47,360000.0,0.1662161478985266,Decline,0.0451257671243996,0.0654962240863732,0.8871135648475824,D (>10%),180000.0,0.099463358034444,17903.404446199922,0.0
-1,-1,-1.0,-1,-1,-1,780.0,0.0,390.0,540.0,540.0,636.0,0.0,390.0,540.0,540.0,636.0,3636.0,2,1,2,30,130000.0,0.2109926777116854,Decline,0.0451257671243996,0.0654962240863732,0.9417933769465588,D (>10%),65000.0,0.0936885905948071,6089.758388662465,0.0
1,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,55,180000.0,0.3090865842276105,Decline,0.0451257671243996,0.0654962240863732,0.9881673094251372,D (>10%),90000.0,0.0892918570327707,8036.267132949365,0.0
0,0,0.0,0,0,0,101330.0,100278.0,100733.0,96038.0,94646.0,96631.0,3824.0,4311.0,3648.0,3370.0,3492.0,3614.0,1,5,1,38,100000.0,0.0544706199144189,Review,0.0451257671243996,0.0654962240863732,0.4893770424294179,D (>10%),50000.0,0.1803012533641136,9015.06266820568,0.0
2,2,2.0,2,2,0,41586.0,44690.0,43671.0,49683.0,48757.0,49782.0,3775.0,0.0,6768.0,0.0,1834.0,1744.0,2,3,2,26,80000.0,0.7795223159871594,Decline,0.0451257671243996,0.0654962240863732,0.999999986806025,D (>10%),40000.0,0.0882352952818213,3529.411811272854,0.0
1,-2,-2.0,-2,-2,-2,-2650.2499999999995,-5469.231,-5386.313999999999,-5364.013,-6187.145,-11610.188,185.0,28.0,12.0,208.0,8.0,14.0,1,1,2,31,320000.0,0.110440585661994,Decline,0.0451257671243996,0.0654962240863732,0.7544728498894816,D (>10%),160000.0,0.1169495948470142,18711.935175522274,0.0
-2,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,2,2,1,52,40000.0,0.2341658938628307,Decline,0.0451257671243996,0.0654962240863732,0.9592979350451302,D (>10%),20000.0,0.0919790305954281,1839.5806119085623,0.0
-1,-1,-1.0,4,3,2,8328.0,0.0,600.0,600.0,300.0,150.0,0.0,600.0,0.0,0.0,0.0,686.0,2,2,2,26,230000.0,0.2748203206312202,Decline,0.0451257671243996,0.0654962240863732,0.9788481911992446,D (>10%),115000.0,0.0901419596122916,10366.32535541354,0.0
2,2,2.0,2,2,2,91773.0,93892.0,94652.0,97097.0,98097.0,100361.0,4550.0,3150.0,4900.0,3500.0,4000.0,3900.0,2,1,2,31,110000.0,0.7997816286742109,Decline,0.0451257671243996,0.0654962240863732,0.9999999958500096,D (>10%),55000.0,0.0882352944838226,4852.941196610247,0.0
0,0,0.0,0,0,0,57925.0,58188.0,58411.0,58743.0,60042.0,57781.0,2100.0,3000.0,2500.0,2500.0,2300.0,5000.0,2,2,2,24,60000.0,0.1616985187484741,Decline,0.0451257671243996,0.0654962240863732,0.8795511098825137,D (>10%),30000.0,0.1003185524141207,3009.5565724236235,0.0
2,2,2.0,2,2,2,63700.0,65069.0,66450.0,67373.0,68186.0,68959.0,3000.0,3000.0,2600.0,2500.0,2000.0,3000.0,2,2,1,38,120000.0,0.7975010581273042,Decline,0.0451257671243996,0.0654962240863732,0.9999999952458476,D (>10%),60000.0,0.0882352945371311,5294.117672227866,0.0
0,0,0.0,0,0,0,128208.0,100939.0,92549.0,90038.0,88772.0,111287.0,17000.0,6000.0,5000.0,6500.0,25000.0,4000.0,1,1,2,29,260000.0,0.0378731224458828,Approve,0.0451257671243996,0.0654962240863732,0.3708007954127755,D (>10%),130000.0,0.237958750922914,30934.63761997882,30934.63761997882
0,0,0.0,-1,-1,-2,26504.0,28056.0,27987.0,1812.0,0.0,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,2,2,2,42,30000.0,0.2248588035354144,Decline,0.0451257671243996,0.0654962240863732,0.9529488949654898,D (>10%),15000.0,0.0925918426305981,1388.8776394589725,0.0
0,0,0.0,0,0,0,5565.0,6841.0,7853.0,8565.0,9565.0,12065.0,1276.0,1288.0,1000.0,1000.0,2500.0,1000.0,1,1,2,23,20000.0,0.1538383383577269,Decline,0.0451257671243996,0.0654962240863732,0.8652775009404737,D (>10%),10000.0,0.1019734062445212,1019.7340624452128,0.0
0,0,2.0,-1,0,0,2419.0,3123.0,177.0,1170.0,390.0,0.0,2177.0,0.0,1170.0,0.0,0.0,19760.0,2,2,2,30,100000.0,0.2060306720200683,Decline,0.0451257671243996,0.0654962240863732,0.9372455243712108,D (>10%),50000.0,0.0941432013525412,4707.160067627065,0.0
0,0,0.0,0,0,0,69353.0,49878.0,30242.0,31239.0,31893.0,32549.0,2139.0,1503.0,1500.0,1157.0,1186.0,5000.0,1,1,2,27,130000.0,0.073953731258471,Decline,0.0451257671243996,0.0654962240863732,0.6022664427739477,D (>10%),65000.0,0.1465054133038671,9522.851864751365,0.0
-1,-1,3.0,2,-1,-1,792.0,264.0,264.0,264.0,260.0,4738.0,264.0,0.0,0.0,260.0,4746.0,53902.0,1,2,2,30,290000.0,0.2004594248558513,Decline,0.0451257671243996,0.0654962240863732,0.9317526018616444,D (>10%),145000.0,0.0946981998669525,13731.23898070812,0.0
1,2,0.0,0,0,0,105152.0,97804.0,100364.0,91061.0,65582.0,67002.0,0.0,5200.0,5000.0,2500.0,2600.0,2702.0,2,3,2,41,110000.0,0.4079796939195617,Decline,0.0451257671243996,0.0654962240863732,0.9981463009069574,D (>10%),55000.0,0.0883991595595483,4861.953775775158,0.0
-1,2,-1.0,-1,2,-1,7340.0,5980.0,4486.0,9790.0,4944.0,4696.0,0.0,4486.0,10000.0,0.0,4696.0,4696.0,1,2,1,46,200000.0,0.2140118834983192,Decline,0.0451257671243996,0.0654962240863732,0.944410629133217,D (>10%),100000.0,0.093428950708263,9342.89507082631,0.0
0,0,0.0,0,0,0,7032.0,14244.0,14065.0,16161.0,11106.0,12500.0,12500.0,3000.0,4000.0,2000.0,2000.0,5000.0,1,1,2,28,20000.0,0.1045231330592421,Decline,0.0451257671243996,0.0654962240863732,0.7341403349784366,D (>10%),10000.0,0.1201885932615849,1201.8859326158497,0.0
0,-1,-1.0,-1,-2,-2,13112.0,13011.0,12000.0,0.0,0.0,0.0,13011.0,12000.0,0.0,0.0,0.0,107918.0,2,2,2,34,200000.0,0.0727968203072318,Decline,0.0451257671243996,0.0654962240863732,0.5962626318929405,D (>10%),100000.0,0.1479805867383113,14798.05867383113,0.0
0,0,2.0,2,-1,0,53116.0,55950.0,54439.0,-561.0,20115.0,20000.0,3689.0,0.0,0.0,20907.0,400.0,0.0,2,3,3,48,60000.0,0.4122228357123824,Decline,0.0451257671243996,0.0654962240863732,0.9982995944584891,D (>10%),30000.0,0.0883855854569477,2651.5675637084314,0.0
0,0,-1.0,-1,2,0,34617.0,34390.0,810.0,19009.0,18035.0,18364.0,1000.0,810.0,51000.0,0.0,1000.0,1000.0,1,3,2,39,50000.0,0.30676679477348,Decline,0.0451257671243996,0.0654962240863732,0.9876816573004974,D (>10%),25000.0,0.0893357626573821,2233.394066434553,0.0
1,2,2.0,2,2,-1,11201.0,1383.0,976.0,1126.0,563.0,413.0,980.0,0.0,563.0,0.0,413.0,2513.0,1,2,1,41,200000.0,0.5462458531190408,Decline,0.0451257671243996,0.0654962240863732,0.999923818891942,D (>10%),100000.0,0.0882420164922407,8824.20164922407,0.0
1,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,39,140000.0,0.3417102602558122,Decline,0.0451257671243996,0.0654962240863732,0.993377758210172,D (>10%),70000.0,0.0888235048433396,6217.645339033773,0.0
-1,-1,-1.0,-1,-1,-1,718.0,3910.0,1906.0,837.0,360.0,350.0,3927.0,1913.0,841.0,360.0,350.0,2095.0,1,1,1,41,280000.0,0.1164399158869081,Decline,0.0451257671243996,0.0654962240863732,0.7736226068885661,D (>10%),140000.0,0.1140546997101348,15967.657959418872,0.0
-1,-1,-1.0,-1,-1,-2,2603.0,11381.0,0.0,1000.0,0.0,0.0,11381.0,0.0,1000.0,0.0,0.0,0.0,2,1,2,34,200000.0,0.1561727043399907,Decline,0.0451257671243996,0.0654962240863732,0.8696704681970044,D (>10%),100000.0,0.1014583078813472,10145.83078813472,0.0
-1,2,-1.0,-1,-1,-1,857.0,1030.0,380.0,705.0,705.0,705.0,725.0,380.0,705.0,705.0,705.0,705.0,2,2,1,30,210000.0,0.244176499355561,Decline,0.0451257671243996,0.0654962240863732,0.9652428070765936,D (>10%),105000.0,0.0914125373126406,9598.316417827264,0.0
0,0,0.0,0,2,0,23318.0,24327.0,25360.0,27929.0,27184.0,27752.0,1398.0,1431.0,3000.0,0.0,1155.0,1025.0,2,2,2,28,50000.0,0.2075847628288674,Decline,0.0451257671243996,0.0654962240863732,0.9387037628697464,D (>10%),25000.0,0.0939969536799337,2349.923841998343,0.0
-1,-1,-2.0,-2,-2,-2,8552.0,1118.0,1227.0,1541.0,1389.0,390.0,1118.0,1227.0,1541.0,1389.0,390.0,390.0,2,2,2,33,360000.0,0.1106687267506438,Decline,0.0451257671243996,0.0654962240863732,0.7552274151590359,D (>10%),180000.0,0.1168327477877196,21029.89460178953,0.0
-2,-2,-2.0,-2,-2,-1,9663.0,69279.0,59483.0,3065.0,854.0,2328.0,69616.0,59483.0,26665.0,854.0,2334.0,10825.0,2,2,2,40,90000.0,0.0401221274559473,Approve,0.0451257671243996,0.0654962240863732,0.3882249470367228,D (>10%),45000.0,0.2272787846096369,10227.545307433662,10227.545307433662
1,2,2.0,2,0,0,27094.0,26365.0,29124.0,28357.0,28984.0,30012.0,0.0,3500.0,0.0,1100.0,1500.0,1100.0,2,2,1,39,50000.0,0.4184126055563494,Decline,0.0451257671243996,0.0654962240863732,0.998502455216788,D (>10%),25000.0,0.0883676285988601,2209.1907149715025,0.0
3,2,2.0,2,2,2,164691.0,167489.0,170329.0,173033.0,175678.0,179707.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,2,1,2,37,240000.0,0.9179147510030726,Decline,0.0451257671243996,0.0654962240863732,0.9999999999999064,D (>10%),120000.0,0.0882352941176553,10588.235294118638,0.0
1,-1,-1.0,0,0,-1,0.0,1200.0,12466.0,16870.0,17741.0,13049.0,1200.0,12466.0,6004.0,6000.0,7282.0,9731.0,2,3,1,42,210000.0,0.1574091525567326,Decline,0.0451257671243996,0.0654962240863732,0.8719437298747033,D (>10%),105000.0,0.1011937939278791,10625.34836242731,0.0
0,0,0.0,0,0,0,92442.0,96905.0,111219.0,251573.0,300336.0,269964.0,7036.0,20042.0,150122.0,75182.0,11486.0,11162.0,1,1,2,28,500000.0,0.0345199028424287,Approve,0.0451257671243996,0.0654962240863732,0.3439757316120674,D (>10%),250000.0,0.2565160446178162,64129.01115445405,64129.01115445405
0,0,0.0,0,0,-1,28339.0,24232.0,15626.0,9330.0,4372.0,1419.0,1681.0,2000.0,0.0,0.0,1419.0,12000.0,1,3,1,50,30000.0,0.2399101126210637,Decline,0.0451257671243996,0.0654962240863732,0.9628140009414308,D (>10%),15000.0,0.0916431356745657,1374.6470351184869,0.0
-2,-2,-2.0,-2,-2,-2,749.0,3883.0,3584.0,1830.0,390.0,390.0,3894.0,3594.0,2246.0,390.0,390.0,390.0,2,1,1,58,160000.0,0.0853265698398518,Decline,0.0451257671243996,0.0654962240863732,0.657080040097854,D (>10%),80000.0,0.1342839361008543,10742.714888068347,0.0
-2,-2,-2.0,-2,-2,-2,15099.0,6370.0,5991.0,7298.0,9225.0,4072.0,6370.0,5991.0,7298.0,2105.0,10249.0,0.0,2,1,1,38,200000.0,0.0805457783074567,Decline,0.0451257671243996,0.0654962240863732,0.6349424502117298,D (>10%),100000.0,0.138965813497308,13896.581349730808,0.0
-1,0,0.0,0,0,0,7271.0,9133.0,10972.0,12757.0,13069.0,13334.0,2000.0,2000.0,2003.0,1008.0,2029.0,1000.0,2,2,1,34,200000.0,0.1114652607806693,Decline,0.0451257671243996,0.0654962240863732,0.7578452758396439,D (>10%),100000.0,0.1164291669165424,11642.916691654244,0.0
-1,-1,-1.0,0,-1,-1,3686.0,5557.0,5816.0,1288.0,23196.0,15072.0,5619.0,5838.0,7.0,23312.0,15147.0,16518.0,2,2,1,30,230000.0,0.0798773459391447,Decline,0.0451257671243996,0.0654962240863732,0.6317449750796131,D (>10%),115000.0,0.1396691665122109,16061.954148904262,0.0
0,0,-2.0,-2,-2,-2,22909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,35,230000.0,0.1450085239021349,Decline,0.0451257671243996,0.0654962240863732,0.8474046076452062,D (>10%),115000.0,0.1041241613765093,11974.278558298578,0.0
0,0,0.0,0,0,0,59900.0,62391.0,66156.0,66621.0,68030.0,70101.0,3500.0,5017.0,5000.0,2000.0,2500.0,8128.0,2,2,1,34,300000.0,0.0432915660848518,Approve,0.0451257671243996,0.0654962240863732,0.4120299151353694,D (>10%),150000.0,0.2141477860622279,32122.167909334195,32122.167909334195
0,0,0.0,0,0,-1,48979.0,41597.0,29347.0,19544.0,11989.0,9079.0,5070.0,1219.0,1007.0,8.0,9381.0,1156.0,1,2,1,41,60000.0,0.1563602743675027,Decline,0.0451257671243996,0.0654962240863732,0.870017686866485,D (>10%),30000.0,0.1014178164991579,3042.534494974739,0.0
-1,2,-1.0,2,-1,-1,1877.0,709.0,2264.0,1143.0,163.0,2036.0,0.0,2264.0,0.0,163.0,2036.0,0.0,2,3,2,35,150000.0,0.3367381780265561,Decline,0.0451257671243996,0.0654962240863732,0.992751969786788,D (>10%),75000.0,0.0888794953855364,6665.962153915234,0.0
0,0,0.0,0,0,0,48844.0,49335.0,49236.0,43524.0,27062.0,27923.0,1898.0,1996.0,2162.0,2000.0,1300.0,2000.0,1,2,2,34,50000.0,0.1535653722290135,Decline,0.0451257671243996,0.0654962240863732,0.8647550476239902,D (>10%),25000.0,0.1020350148404259,2550.8753710106475,0.0
1,-1,-1.0,-2,-2,-2,-8.0,859.0,-820.0,-813.0,-2292.0,-2292.0,867.0,0.0,7.0,0.0,0.0,0.0,2,1,1,46,360000.0,0.2221205273082113,Decline,0.0451257671243996,0.0654962240863732,0.9509151200055052,D (>10%),180000.0,0.0927898739449386,16702.17731008896,0.0
-2,-2,-2.0,-2,-2,-2,-6.0,650.0,2849.0,1060.0,3667.0,1627.0,656.0,2849.0,1060.0,3667.0,1627.0,1102.0,2,2,1,44,320000.0,0.1006394773617048,Decline,0.0451257671243996,0.0654962240863732,0.7199691723919116,D (>10%),160000.0,0.1225542669063288,19608.68270501262,0.0
0,0,0.0,0,0,0,157480.0,155362.0,156387.0,159584.0,163009.0,161769.0,6400.0,6100.0,5600.0,5805.0,7007.0,5400.0,2,1,2,32,280000.0,0.0569620250254384,Review,0.0451257671243996,0.0654962240863732,0.5052905810827806,D (>10%),140000.0,0.1746228752742012,24447.202538388166,0.0
0,0,0.0,-2,-1,-1,207571.0,182384.0,161295.0,199803.0,198614.0,2383.0,6114.0,4899.0,202074.0,200395.0,2383.0,98668.0,1,2,1,28,360000.0,0.1032263897293182,Decline,0.0451257671243996,0.0654962240863732,0.7294834529495684,D (>10%),180000.0,0.1209558541196232,21772.053741532185,0.0
-1,-1,-1.0,-1,-1,-1,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,1,2,1,53,130000.0,0.2575732430734352,Decline,0.0451257671243996,0.0654962240863732,0.9719557787558846,D (>10%),65000.0,0.0907811816609489,5900.776807961681,0.0
0,0,0.0,0,0,0,293303.0,338272.0,177483.0,182381.0,194678.0,215024.0,50070.0,10000.0,8000.0,15036.0,30050.0,8110.0,2,2,2,33,350000.0,0.1414551769777381,Decline,0.0451257671243996,0.0654962240863732,0.8396179776246305,D (>10%),175000.0,0.1050898104484067,18390.716828471184,0.0
-1,-1,2.0,-1,0,-1,3374.0,4053.0,2337.0,1904.0,548.0,1403.0,4053.0,0.0,1904.0,0.0,1403.0,0.0,2,2,2,26,200000.0,0.1717092341110617,Decline,0.0451257671243996,0.0654962240863732,0.8957217254640996,D (>10%),100000.0,0.0985074846453342,9850.74846453342,0.0
0,0,0.0,0,0,0,47860.0,47294.0,45136.0,29378.0,29750.0,30327.0,1936.0,3654.0,1038.0,1222.0,1217.0,946.0,2,3,2,55,50000.0,0.1217603695981657,Decline,0.0451257671243996,0.0654962240863732,0.7894494559104508,D (>10%),25000.0,0.1117681359548062,2794.203398870155,0.0
0,0,0.0,-1,-1,-1,5925.0,7729.0,0.0,150.0,1550.0,98426.0,2000.0,0.0,150.0,1550.0,106155.0,3500.0,2,2,1,28,140000.0,0.1177442106697069,Decline,0.0451257671243996,0.0654962240863732,0.7776002972807572,D (>10%),70000.0,0.1134712710710155,7942.9889749710865,0.0
-2,-2,-2.0,-2,-2,-2,2774.0,0.0,0.0,0.0,0.0,5347.0,0.0,0.0,0.0,0.0,5347.0,0.0,2,1,1,32,230000.0,0.1560070241341611,Decline,0.0451257671243996,0.0654962240863732,0.8693630637249798,D (>10%),115000.0,0.1014941832697415,11671.831076020271,0.0
-2,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2,54,360000.0,0.3594578905170159,Decline,0.0451257671243996,0.0654962240863732,0.9952294085174174,D (>10%),180000.0,0.088658246392749,15958.484350694822,0.0
-2,-2,-2.0,-2,-2,-2,20108.0,13976.0,12939.0,11367.0,17049.0,27337.0,13994.0,12939.0,11380.0,17049.0,27337.0,14146.0,2,2,2,35,370000.0,0.049557501286039,Review,0.0451257671243996,0.0654962240863732,0.4566118430394985,D (>10%),185000.0,0.1932391712188121,35749.24667548025,0.0
0,0,0.0,0,0,0,201013.0,197982.0,137786.0,129575.0,135483.0,118851.0,8366.0,12063.0,8031.0,16114.0,10091.0,15123.0,1,1,2,58,500000.0,0.0564185024612549,Review,0.0451257671243996,0.0654962240863732,0.5018581883636661,D (>10%),250000.0,0.1758171853394335,43954.2963348584,0.0
0,0,0.0,0,-1,-1,28194.0,29334.0,30900.0,0.0,223.0,223.0,1500.0,2000.0,0.0,223.0,223.0,223.0,1,2,2,40,350000.0,0.0907112203613138,Decline,0.0451257671243996,0.0654962240863732,0.680535956252496,D (>10%),175000.0,0.1296555946926477,22689.729071213354,0.0
